"Acres","FamilyIncome","FamilyType","NumBedrooms","NumChildren","NumPeople","NumRooms","NumUnits","NumVehicles","NumWorkers","OwnRent","YearBuilt","HouseCosts","ElectricBill","FoodStamp","HeatingFuel","Insurance","Language","Income"
"Sub 1",184400,"Married",4,0,3,11,"Single detached",3,2,"Mortgage","1950-1959",820,120,"No","Gas",550,"English","Above"
"Sub 1",39000,"Male Head",2,0,4,4,"Single attached",1,1,"Rented","1950-1959",1500,60,"No","Gas",0,"Other European","Below"
"Sub 1",162000,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",2300,90,"No","Oil",1000,"English","Above"
"Sub 1",285920,"Married",8,3,10,10,"Single detached",5,3,"Mortgage","1940-1949",3000,190,"No","Gas",1300,"Asian Pacific","Above"
"Sub 1",278000,"Married",3,0,3,7,"Single detached",3,3,"Mortgage","Before 1939",2500,140,"No","Oil",1800,"English","Above"
"1-10",76970,"Female Head",3,0,5,6,"Single detached",4,3,"Mortgage","1950-1959",3100,300,"No","Oil",1900,"English","Below"
"Sub 1",185700,"Married",4,0,2,8,"Single detached",2,2,"Rented","Before 1939",1900,70,"No","Oil",0,"Spanish","Above"
"Sub 1",72000,"Married",4,0,2,11,"Single detached",2,2,"Mortgage","2000-2004",3300,340,"No","Gas",2100,"English","Below"
"Sub 1",203000,"Married",4,0,2,7,"Single attached",2,2,"Mortgage","1990-1999",3400,120,"No","Gas",1600,"Asian Pacific","Above"
"1-10",27580,"Male Head",3,1,4,5,"Single detached",3,3,"Mortgage","1990-1999",800,100,"No","Oil",380,"English","Below"
"Sub 1",183600,"Married",8,0,7,21,"Single detached",5,3,"Mortgage","1960-1969",3800,350,"No","Gas",2800,"Spanish","Above"
"Sub 1",138000,"Married",3,0,3,7,"Single detached",3,3,"Mortgage","1950-1959",350,350,"No","Oil",1200,"English","Below"
"Sub 1",56000,"Married",5,1,5,10,"Single detached",2,3,"Mortgage","1950-1959",2500,400,"No","Gas",3000,"English","Below"
"Sub 1",89600,"Female Head",3,2,8,5,"Single detached",0,2,"Mortgage","Before 1939",980,100,"Yes","Gas",800,"English","Below"
"1-10",106700,"Married",8,1,3,21,"Single detached",2,2,"Mortgage","Before 1939",940,60,"No","Gas",6600,"English","Below"
"Sub 1",84000,"Married",3,1,4,7,"Single detached",2,2,"Mortgage","1960-1969",1000,120,"No","Oil",2500,"English","Below"
"Sub 1",89511,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1950-1959",870,150,"No","Gas",1600,"English","Below"
"1-10",71800,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","1970-1979",2700,230,"No","Oil",1800,"Spanish","Below"
"Sub 1",80000,"Married",3,0,3,7,"Single detached",2,3,"Mortgage","Before 1939",600,200,"No","Gas",600,"English","Below"
"Sub 1",35000,"Male Head",3,1,2,4,"Single detached",1,1,"Mortgage","1950-1959",2900,60,"No","None",2000,"English","Below"
"Sub 1",27600,"Female Head",2,0,3,4,"Single attached",1,0,"Mortgage","Before 1939",1900,200,"No","Gas",1800,"English","Below"
"Sub 1",38800,"Female Head",2,0,3,5,"Single detached",2,2,"Mortgage","1940-1949",710,90,"Yes","Gas",340,"English","Below"
"Sub 1",66300,"Married",3,3,5,4,"Single detached",2,2,"Mortgage","Before 1939",2200,110,"No","Gas",1200,"English","Below"
"Sub 1",51000,"Married",3,0,2,10,"Single detached",2,1,"Mortgage","Before 1939",500,110,"No","Oil",1200,"English","Below"
"1-10",67600,"Married",3,1,4,7,"Single detached",1,2,"Mortgage","1940-1949",500,140,"Yes","Gas",800,"English","Below"
"Sub 1",57000,"Married",3,1,3,6,"Single detached",1,1,"Mortgage","1990-1999",690,80,"No","Gas",500,"English","Below"
"Sub 1",82400,"Married",4,4,6,8,"Single detached",1,2,"Mortgage","1950-1959",580,250,"No","Gas",420,"English","Below"
"Sub 1",85640,"Married",3,2,4,9,"Single detached",2,2,"Mortgage","Before 1939",2700,60,"No","Oil",0,"Asian Pacific","Below"
"Sub 1",310500,"Married",4,0,4,7,"Single detached",2,3,"Mortgage","1960-1969",4700,580,"No","Oil",3800,"English","Above"
"1-10",75000,"Male Head",3,2,4,6,"Single detached",2,1,"Mortgage","Before 1939",810,210,"No","Gas",0,"Other European","Below"
"1-10",78000,"Married",3,0,2,5,"Single detached",2,0,"Mortgage","1960-1969",1200,190,"No","Gas",1200,"English","Below"
"Sub 1",147000,"Married",3,3,5,6,"Single detached",2,2,"Rented","1960-1969",1500,300,"No","Gas",0,"Other European","Below"
"Sub 1",167000,"Married",3,0,3,9,"Single detached",3,2,"Mortgage","1950-1959",2000,100,"No","Gas",1100,"English","Above"
"Sub 1",60460,"Married",4,0,3,7,"Single detached",2,2,"Mortgage","Before 1939",250,80,"No","Gas",460,"Other European","Below"
"Sub 1",135500,"Married",3,0,4,9,"Single detached",4,3,"Mortgage","1950-1959",510,130,"No","Gas",640,"English","Below"
"Sub 1",68000,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","1950-1959",810,150,"No","Gas",300,"English","Below"
"1-10",100000,"Female Head",3,2,3,6,"Single detached",1,1,"Mortgage","1990-1999",2500,150,"No","Gas",1200,"English","Below"
"Sub 1",27500,"Married",3,2,4,6,"Single detached",3,1,"Mortgage","1940-1949",3000,460,"No","Gas",1800,"English","Below"
"Sub 1",28050,"Married",2,1,3,7,"Mobile home",2,3,"Rented","1990-1999",450,260,"Yes","Oil",0,"English","Below"
"Sub 1",211000,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1950-1959",1000,130,"No","Oil",1900,"English","Above"
"Sub 1",224000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",2100,130,"No","Gas",900,"English","Above"
"Sub 1",103000,"Married",3,0,2,7,"Single attached",2,2,"Mortgage","1980-1989",1690,100,"No","Gas",500,"English","Below"
"1-10",195000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","1960-1969",3800,120,"No","Oil",2000,"English","Above"
"Sub 1",132600,"Male Head",4,0,4,11,"Single detached",3,3,"Mortgage","1940-1949",860,110,"No","Oil",1400,"Other European","Below"
"Sub 1",35000,"Married",3,0,3,5,"Single detached",0,2,"Mortgage","Before 1939",1700,80,"No","Gas",1500,"English","Below"
"1-10",138000,"Married",3,1,3,9,"Single detached",2,2,"Mortgage","2010",1500,430,"No","Gas",1200,"English","Below"
"1-10",154700,"Married",4,0,4,10,"Single detached",2,3,"Mortgage","2000-2004",3000,150,"No","Oil",2500,"English","Above"
"Sub 1",81000,"Female Head",4,0,2,10,"Single detached",2,2,"Mortgage","1940-1949",350,70,"No","Gas",400,"English","Below"
"1-10",250000,"Married",4,0,5,10,"Single detached",4,3,"Mortgage","2000-2004",1100,130,"No","Gas",700,"English","Above"
"Sub 1",315000,"Female Head",5,4,5,10,"Single detached",1,0,"Mortgage","1940-1949",4600,500,"No","Oil",6600,"English","Above"
"Sub 1",103200,"Married",2,0,3,4,"Single attached",1,2,"Mortgage","1940-1949",1100,180,"No","Gas",1200,"English","Below"
"Sub 1",149000,"Married",3,0,3,8,"Single detached",3,3,"Mortgage","1950-1959",2000,130,"No","Gas",1200,"English","Below"
"Sub 1",152100,"Married",4,0,3,9,"Single detached",4,2,"Mortgage","1960-1969",940,350,"No","Gas",800,"English","Above"
"10+",368000,"Married",5,0,2,12,"Single detached",3,1,"Mortgage","1990-1999",1800,140,"No","Electricity",850,"English","Above"
"Sub 1",19310,"Male Head",2,0,2,4,"Single detached",2,1,"Rented","Before 1939",380,90,"Yes","Gas",0,"English","Below"
"1-10",50600,"Married",2,0,2,5,"Single detached",2,1,"Mortgage","1960-1969",450,220,"No","Oil",300,"English","Below"
"Sub 1",34800,"Married",4,0,2,6,"Single detached",1,0,"Mortgage","1950-1959",750,90,"No","Oil",1500,"English","Below"
"1-10",72800,"Married",4,2,4,9,"Single detached",2,2,"Mortgage","1960-1969",340,180,"No","Gas",600,"English","Below"
"Sub 1",97900,"Married",4,0,5,8,"Single attached",2,2,"Mortgage","1950-1959",2200,220,"No","Gas",0,"English","Below"
"Sub 1",70000,"Married",3,0,2,5,"Single detached",2,0,"Mortgage","1960-1969",1700,150,"No","Oil",1000,"Asian Pacific","Below"
"1-10",142000,"Married",3,0,2,8,"Single detached",3,2,"Mortgage","1980-1989",3600,190,"No","Wood",750,"English","Below"
"Sub 1",71000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",340,80,"No","Electricity",400,"English","Below"
"Sub 1",99600,"Married",4,2,5,8,"Single detached",3,3,"Mortgage","2000-2004",1100,300,"No","Gas",3000,"English","Below"
"1-10",58800,"Married",2,0,2,5,"Single detached",3,1,"Mortgage","1990-1999",900,130,"No","Gas",1400,"English","Below"
"Sub 1",173900,"Married",3,3,5,8,"Single detached",2,3,"Mortgage","1950-1959",3500,240,"No","Gas",1500,"English","Above"
"Sub 1",44500,"Male Head",2,1,2,6,"Single detached",1,1,"Mortgage","Before 1939",620,160,"No","Other",500,"English","Below"
"Sub 1",219100,"Married",3,0,2,8,"Single detached",2,1,"Mortgage","1970-1979",2800,250,"No","Oil",2000,"English","Above"
"Sub 1",29600,"Female Head",4,1,5,7,"Single detached",1,2,"Rented","1940-1949",1800,160,"Yes","Gas",0,"Spanish","Below"
"Sub 1",150200,"Male Head",8,0,9,21,"Single detached",2,3,"Mortgage","1960-1969",2100,310,"No","Gas",3500,"English","Above"
"Sub 1",60100,"Married",3,1,3,6,"Single attached",2,2,"Mortgage","1980-1989",2100,250,"No","Oil",1100,"English","Below"
"Sub 1",95000,"Married",3,3,5,7,"Single detached",2,2,"Mortgage","Before 1939",550,40,"No","Gas",600,"English","Below"
"1-10",30200,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","Before 1939",800,80,"No","Oil",580,"English","Below"
"1-10",48500,"Female Head",3,1,3,6,"Single detached",3,2,"Mortgage","Before 1939",1300,70,"No","Oil",1200,"English","Below"
"Sub 1",184700,"Married",3,0,4,8,"Single detached",3,3,"Mortgage","1960-1969",710,130,"No","Gas",640,"English","Above"
"Sub 1",148000,"Married",2,0,2,4,"Single detached",2,2,"Mortgage","1980-1989",770,130,"No","Electricity",700,"English","Below"
"Sub 1",8200,"Male Head",3,2,3,5,"Single detached",1,1,"Rented","Before 1939",300,200,"Yes","Electricity",0,"English","Below"
"Sub 1",99900,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","1950-1959",650,70,"No","Gas",610,"English","Below"
"Sub 1",65500,"Married",4,0,3,6,"Single detached",2,1,"Mortgage","Before 1939",660,100,"No","Gas",500,"English","Below"
"1-10",95000,"Married",4,2,4,12,"Single detached",4,2,"Mortgage","2000-2004",2500,300,"No","Oil",0,"English","Below"
"Sub 1",21600,"Female Head",3,0,2,6,"Single attached",0,1,"Mortgage","Before 1939",1500,210,"No","Gas",700,"Spanish","Below"
"Sub 1",34000,"Married",2,3,5,3,"Single detached",2,1,"Rented","1950-1959",1600,200,"No","Gas",0,"Other European","Below"
"Sub 1",70000,"Female Head",3,2,3,6,"Single attached",1,1,"Mortgage","1980-1989",3040,230,"No","Gas",500,"English","Below"
"Sub 1",15000,"Female Head",4,0,6,7,"Single detached",1,1,"Mortgage","1940-1949",2500,480,"No","Gas",750,"Spanish","Below"
"Sub 1",96210,"Married",8,0,7,10,"Single detached",4,3,"Mortgage","1970-1979",1200,300,"Yes","Oil",700,"English","Below"
"Sub 1",474000,"Married",4,0,2,8,"Single attached",1,2,"Mortgage","Before 1939",2700,180,"No","Gas",1000,"Other European","Above"
"Sub 1",123500,"Married",3,0,3,6,"Single detached",2,1,"Mortgage","1950-1959",380,70,"No","Gas",450,"English","Below"
"Sub 1",286270,"Married",8,0,2,11,"Single detached",2,1,"Mortgage","Before 1939",4600,170,"No","Oil",4900,"Other European","Above"
"Sub 1",59000,"Married",3,3,5,6,"Single attached",2,2,"Rented","Before 1939",480,200,"No","Gas",0,"English","Below"
"Sub 1",240000,"Married",3,0,3,6,"Single attached",3,3,"Mortgage","1970-1979",1800,270,"No","Gas",1500,"English","Above"
"Sub 1",140250,"Married",4,3,5,9,"Single detached",0,1,"Mortgage","1960-1969",3000,300,"No","Gas",2300,"English","Below"
"Sub 1",27000,"Male Head",3,0,2,6,"Single detached",2,2,"Mortgage","Before 1939",660,330,"No","Gas",520,"English","Below"
"1-10",60120,"Married",2,0,3,5,"Single detached",3,3,"Mortgage","1950-1959",350,140,"No","Gas",250,"English","Below"
"Sub 1",228000,"Married",4,3,5,10,"Single detached",2,2,"Mortgage","1960-1969",4000,400,"No","Gas",800,"English","Above"
"Sub 1",75030,"Married",4,3,6,7,"Single detached",2,1,"Mortgage","Before 1939",3400,500,"No","Gas",6600,"English","Below"
"Sub 1",552000,"Married",4,2,4,9,"Single detached",3,2,"Mortgage","1950-1959",1100,150,"No","Oil",1200,"English","Above"
"Sub 1",117700,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","1950-1959",3200,120,"No","Oil",1100,"English","Below"
"1-10",71210,"Married",3,2,4,5,"Mobile home",1,2,"Mortgage","15",780,20,"No","Gas",370,"English","Below"
"Sub 1",306400,"Married",3,0,3,6,"Single attached",2,3,"Mortgage","1950-1959",1600,300,"No","Gas",1000,"Other","Above"
"Sub 1",79400,"Married",3,0,2,6,"Single attached",2,2,"Mortgage","1990-1999",1500,300,"No","Gas",930,"Spanish","Below"
"Sub 1",61520,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1960-1969",500,50,"No","Wood",560,"English","Below"
"Sub 1",42500,"Female Head",3,3,4,7,"Single detached",1,1,"Mortgage","2006",490,100,"No","Gas",600,"English","Below"
"Sub 1",186800,"Married",4,1,3,7,"Single detached",2,2,"Mortgage","Before 1939",4200,200,"No","Oil",2100,"English","Above"
"Sub 1",153000,"Married",4,0,3,10,"Single detached",3,3,"Rented","Before 1939",1400,230,"No","Gas",0,"English","Above"
"Sub 1",101400,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",1000,110,"No","Gas",1000,"English","Below"
"Sub 1",37600,"Married",3,2,4,5,"Single detached",2,2,"Mortgage","1960-1969",700,130,"No","Gas",400,"Spanish","Below"
"Sub 1",78000,"Married",4,0,2,7,"Single detached",2,2,"Mortgage","1950-1959",500,60,"No","Wood",0,"English","Below"
"Sub 1",136000,"Married",5,0,3,8,"Single detached",4,2,"Mortgage","1950-1959",2800,160,"No","Gas",2000,"English","Below"
"Sub 1",61030,"Married",3,2,5,7,"Single detached",2,1,"Mortgage","1960-1969",1500,110,"No","Gas",1200,"English","Below"
"Sub 1",79701,"Male Head",5,0,5,11,"Single detached",3,1,"Mortgage","1960-1969",1000,160,"Yes","Oil",4000,"English","Below"
"Sub 1",107480,"Male Head",4,0,2,7,"Single detached",2,2,"Mortgage","1950-1959",200,90,"No","Gas",550,"English","Below"
"Sub 1",100300,"Married",4,0,2,7,"Single detached",2,2,"Mortgage","1980-1989",1200,250,"No","Gas",700,"English","Below"
"Sub 1",165500,"Married",3,0,2,8,"Single detached",2,1,"Mortgage","1980-1989",2100,140,"No","Gas",1200,"Other European","Above"
"Sub 1",42600,"Married",3,0,4,7,"Single detached",2,3,"Mortgage","1950-1959",1100,140,"No","Oil",800,"Other European","Below"
"1-10",190000,"Married",8,3,5,10,"Single detached",2,1,"Mortgage","1980-1989",4800,300,"No","Electricity",3900,"Other European","Above"
"1-10",38000,"Married",4,0,2,10,"Single detached",2,1,"Rented","1980-1989",1500,180,"No","Oil",0,"English","Below"
"Sub 1",168800,"Married",2,0,4,5,"Single detached",3,3,"Mortgage","1950-1959",2100,100,"Yes","Gas",900,"English","Above"
"Sub 1",439000,"Married",4,1,3,9,"Single detached",2,2,"Mortgage","Before 1939",2200,400,"No","Gas",1400,"English","Above"
"Sub 1",50000,"Female Head",3,1,3,6,"Single detached",2,1,"Mortgage","Before 1939",370,70,"No","Gas",500,"English","Below"
"Sub 1",280360,"Married",4,0,3,8,"Single detached",5,3,"Mortgage","1980-1989",1000,300,"No","Gas",900,"English","Above"
"1-10",146000,"Married",4,2,4,8,"Single detached",3,2,"Mortgage","1980-1989",1200,170,"No","Oil",700,"English","Below"
"Sub 1",280600,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","Before 1939",2500,300,"No","Gas",600,"English","Above"
"Sub 1",62740,"Married",2,0,3,7,"Single detached",3,3,"Mortgage","1940-1949",1100,110,"No","Gas",490,"English","Below"
"Sub 1",141000,"Married",4,3,5,8,"Single detached",2,2,"Mortgage","2000-2004",2700,200,"No","Gas",900,"English","Below"
"Sub 1",30900,"Married",5,5,7,7,"Single attached",1,1,"Rented","1970-1979",780,140,"Yes","Oil",0,"English","Below"
"Sub 1",128050,"Married",4,2,4,9,"Single detached",2,2,"Mortgage","1950-1959",1000,100,"No","Gas",600,"English","Below"
"Sub 1",78000,"Married",3,0,2,5,"Single attached",1,2,"Mortgage","1990-1999",710,120,"No","Gas",920,"English","Below"
"Sub 1",23000,"Married",3,1,3,7,"Single detached",1,1,"Rented","Before 1939",270,90,"No","Gas",0,"English","Below"
"Sub 1",53850,"Married",4,0,2,8,"Single detached",3,1,"Mortgage","Before 1939",1000,110,"No","Gas",720,"English","Below"
"Sub 1",76700,"Married",3,1,3,7,"Single detached",2,2,"Mortgage","1950-1959",920,70,"No","Gas",650,"English","Below"
"Sub 1",170800,"Married",4,1,9,7,"Single detached",5,3,"Mortgage","1950-1959",2800,500,"No","Gas",600,"Spanish","Above"
"Sub 1",13700,"Female Head",3,4,5,6,"Single detached",0,1,"Rented","Before 1939",700,500,"Yes","Gas",0,"Spanish","Below"
"Sub 1",100000,"Married",4,2,4,8,"Single detached",0,1,"Mortgage","1960-1969",3700,150,"No","Gas",3500,"Other European","Below"
"Sub 1",160000,"Married",3,0,2,6,"Single detached",0,2,"Mortgage","1940-1949",1400,70,"No","Gas",0,"English","Above"
"Sub 1",54800,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1970-1979",2100,170,"No","Gas",1800,"Other European","Below"
"Sub 1",30000,"Female Head",3,0,2,9,"Single detached",2,1,"Mortgage","2005",3000,100,"No","Gas",1500,"English","Below"
"Sub 1",508000,"Married",4,2,4,8,"Single detached",2,1,"Mortgage","1960-1969",3000,190,"No","Gas",6600,"English","Above"
"1-10",87000,"Married",2,2,4,4,"Single detached",2,2,"Mortgage","2000-2004",410,70,"No","Gas",430,"English","Below"
"Sub 1",10100,"Female Head",3,3,4,5,"Mobile home",0,0,"Rented","1980-1989",580,150,"Yes","Electricity",0,"Spanish","Below"
"Sub 1",90000,"Female Head",2,0,2,5,"Single detached",1,2,"Mortgage","1960-1969",1800,120,"No","Gas",970,"English","Below"
"Sub 1",49700,"Female Head",4,1,2,7,"Single detached",1,2,"Mortgage","Before 1939",710,70,"No","Gas",400,"English","Below"
"Sub 1",17200,"Male Head",3,0,3,7,"Single detached",1,1,"Rented","1940-1949",530,290,"Yes","Oil",0,"English","Below"
"Sub 1",363000,"Married",5,0,4,9,"Single attached",2,3,"Mortgage","1950-1959",2400,250,"No","Gas",2200,"English","Above"
"1-10",63000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","Before 1939",880,200,"No","Oil",340,"English","Below"
"Sub 1",95900,"Married",5,0,5,21,"Single detached",3,3,"Mortgage","Before 1939",1200,190,"No","Oil",3300,"English","Below"
"Sub 1",120000,"Married",3,1,3,7,"Single attached",1,1,"Mortgage","2000-2004",870,100,"No","Electricity",600,"Spanish","Below"
"1-10",137030,"Married",3,2,4,8,"Single detached",2,2,"Mortgage","2009",1500,80,"No","Gas",800,"English","Below"
"Sub 1",100100,"Married",4,0,3,7,"Single detached",3,3,"Mortgage","1960-1969",2500,200,"No","Gas",850,"English","Below"
"1-10",120000,"Married",3,2,4,7,"Single detached",3,2,"Mortgage","1980-1989",950,150,"No","Coal",600,"English","Below"
"Sub 1",33200,"Female Head",4,1,3,6,"Single detached",2,2,"Rented","1940-1949",950,180,"No","Gas",0,"English","Below"
"Sub 1",66800,"Married",5,0,2,10,"Single detached",2,0,"Mortgage","1950-1959",1600,180,"No","Gas",1200,"English","Below"
"1-10",36600,"Married",3,0,2,8,"Single detached",1,0,"Mortgage","1980-1989",350,130,"No","Gas",600,"English","Below"
"1-10",24400,"Married",2,0,3,5,"Single detached",2,2,"Mortgage","1990-1999",320,100,"No","Oil",0,"English","Below"
"Sub 1",67000,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1960-1969",300,60,"No","Wood",600,"English","Below"
"Sub 1",193200,"Married",4,3,5,9,"Single detached",2,2,"Mortgage","2008",3100,140,"No","Gas",1000,"English","Above"
"Sub 1",509000,"Married",4,0,3,8,"Single detached",5,2,"Mortgage","1990-1999",6500,500,"No","Gas",0,"English","Above"
"Sub 1",93400,"Married",4,3,5,8,"Single detached",2,1,"Mortgage","1990-1999",1800,300,"No","Gas",900,"English","Below"
"Sub 1",143000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1950-1959",2100,130,"No","Oil",1900,"English","Below"
"Sub 1",145300,"Married",4,2,7,9,"Single detached",4,3,"Mortgage","1960-1969",1000,580,"No","Electricity",1500,"English","Below"
"Sub 1",120000,"Married",4,0,3,11,"Single detached",4,2,"Mortgage","1940-1949",2800,230,"No","Oil",1100,"English","Below"
"Sub 1",637200,"Married",5,3,6,10,"Single detached",2,2,"Mortgage","Before 1939",6500,220,"No","Gas",2100,"English","Above"
"Sub 1",325000,"Married",5,0,2,11,"Single detached",2,0,"Mortgage","1950-1959",800,300,"No","Electricity",6600,"English","Above"
"Sub 1",40000,"Female Head",2,0,2,4,"Single detached",2,2,"Mortgage","Before 1939",230,40,"No","Gas",200,"English","Below"
"Sub 1",192500,"Married",2,0,3,5,"Single detached",3,3,"Mortgage","2009",970,160,"No","Gas",650,"English","Above"
"Sub 1",116410,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","Before 1939",630,60,"No","Gas",530,"English","Below"
